Service Request#;Incident Date;BLDG#;Street;Boro;Zip;Cross Streets;Cleaning Methods;San Dist;CB;Precinct;Council Dist;City Owned;xcoord;ycoord;On Roll Down Gate;Cherry Picker;Above 3rd Floor;LM
G129654;2/27/2015;845;EAST  138 STREET;BRONX;10454;AMTRAK-HELLGATE LINE / WALNUT AVENUE;;201;01;40;17;FALSE;1009557;232009;No;No;No;FALSE
G129655;2/27/2015;787;EAST  138 STREET;BRONX;10454;WILLOW AVENUE / AMTRAK-HELLGATE LINE;;201;01;40;17;FALSE;1009201;232179;No;No;No;FALSE
G129657;2/27/2015;777;EAST  138 STREET;BRONX;10454;WILLOW AVENUE / AMTRAK-HELLGATE LINE;;201;01;40;17;FALSE;1009046;232263;No;No;No;FALSE
G129660;2/27/2015;885;EAST  140 STREET;BRONX;10454;WALNUT AVENUE / LOCUST AVENUE;;201;01;40;17;FALSE;1010085;232211;No;No;No;FALSE
G129661;2/27/2015;825;EAST  140 STREET;BRONX;10454;BRUCKNER EXPWY EB EN E  138 ST / AMTRAK-HELLGATE LINE;;201;01;40;17;FALSE;1009567;232647;Yes;No;No;FALSE
G129663;2/27/2015;1402;CROES AVENUE;BRONX;10472;EAST 174 STREET / CROSS BRONX EP NB EN HARROD AV;;209;09;43;18;FALSE;1019743;243436;No;No;No;FALSE
G129665;2/27/2015;1329;MORRISON AVENUE;BRONX;10472;EAST 172 STREET / EAST 174 STREET;;209;09;43;18;FALSE;1018657;242692;No;No;No;FALSE
G129666;2/27/2015;1323;MORRISON AVENUE;BRONX;10472;EAST  172 STREET / EAST  174 STREET;;209;09;43;18;FALSE;1018673;242605;No;No;No;FALSE
G129669;2/27/2015;1349;STRATFORD AVENUE;BRONX;10472;EAST  172 STREET / EAST  174 STREET;"Paint Other OFF WHIE; ";209;9;43;18;FALSE;1018371;242821;No;No;Yes;FALSE
G129670;2/27/2015;1405;BRONX RIVER AVENUE;BRONX;10472;EAST  173 STREET / EAST  174 STREET;"Paint Brick-Red POWER WASH GATES WHERE POSSIBLE PAINT BRICKS BRICK RED COLOR PAINT.; Powerwash; ";209;9;43;18;FALSE;1017512;243272;Yes;No;No;FALSE
G129671;2/27/2015;1711;BOONE AVENUE;BRONX;10460;EAST  173 STREET / EAST  174 STREET;;203;3;42;15;FALSE;1016443;243770;Yes;No;No;FALSE
G129676;2/27/2015;1431;PROSPECT AVENUE;BRONX;10456;BOSTON ROAD / CROTONA AVENUE;;203;03;42;16;FALSE;1012844;243026;Yes;No;No;FALSE
G129677;2/27/2015;741;JENNINGS STREET;BRONX;10459;UNION AVENUE / PROSPECT AVENUE;;203;3;42;16;FALSE;1012319;242387;Yes;No;No;FALSE
G129679;2/27/2015;1203;FULTON AVENUE;BRONX;10456;EAST  167 STREET / EAST  168 STREET;;203;03;42;16;FALSE;1010534;241844;No;No;No;FALSE
G129682;2/27/2015;3433;THIRD AVENUE;BRONX;10456;EAST  166 STREET / EAST  167 STREET;;203;03;42;16;FALSE;1010041;241457;No;No;No;FALSE
G129683;2/27/2015;3463;THIRD AVENUE;BRONX;10456;EAST  167 STREET / EAST  168 STREET;;203;03;42;16;FALSE;1010063;241687;No;No;No;FALSE
G129686;2/27/2015;3748;3 AVENUE;BRONX;10456;ST PAUL'S PLACE / EAST  171 STREET;;203;3;42;16;FALSE;1011256;243907;Yes;No;No;FALSE
G129689;2/27/2015;3782;3 AVENUE;BRONX;10456;ST PAULS PLACE / EAST 171 STREET;;203;03;42;16;FALSE;1011393;244143;Yes;No;No;FALSE
G129692;2/27/2015;1209;SOUTHERN BOULEVARD;BRONX;10459;HOME STREET / FREEMAN STREET;;203;3;42;17;FALSE;1014070;241272;Yes;No;No;FALSE
G129693;2/27/2015;1040;BRONX RIVER AVENUE;BRONX;10472;BRUCKNER EXPRESSWAY WB EXIT   47 / WATSON AVENUE;;209;9;43;17;FALSE;1016727;239603;Yes;No;No;FALSE
G129694;2/27/2015;1123;BRONX RIVER AVENUE;BRONX;10472;WATSON AVENUE / BEND;;209;09;43;17;FALSE;1016380;240071;Yes;No;No;FALSE
G129695;2/27/2015;1140;BRONX RIVER AVENUE;BRONX;10472;WATSON AVENUE / BEND;;209;9;43;17;FALSE;1016630;240431;Yes;No;No;FALSE
G129698;2/27/2015;1185;BRONX RIVER AVENUE;BRONX;10472;BEND / CLOSE AVENUE;;209;09;43;17;FALSE;1016469;240834;Yes;No;No;FALSE
G129702;2/27/2015;1514;WATSON AVENUE;BRONX;10472;WHEELER AVENUE / ELDER AVENUE;;209;09;43;17;FALSE;1017795;240121;No;No;No;FALSE
G129703;2/27/2015;1528;WATSON AVENUE;BRONX;10472;ELDER AVENUE / BOYNTON AVENUE;;209;09;43;18;FALSE;1017951;240149;Yes;No;No;FALSE
G129704;2/27/2015;1539;WATSON AVENUE;BRONX;10472;ELDER AVENUE / BOYNTON AVENUE;;209;09;43;18;FALSE;1018013;240382;Yes;No;No;FALSE
G129707;2/27/2015;1611;WATSON AVENUE;BRONX;10472;STRATFORD AVENUE / MORRISON AVENUE;;209;9;43;18;FALSE;1019039;240563;Yes;No;No;FALSE
G129712;2/27/2015;461;SOUNDVIEW AVENUE;BRONX;10473;UNDERHILL AVENUE / LELAND AVENUE;;209;09;43;18;FALSE;1023045;236218;Yes;No;No;FALSE
G129713;2/27/2015;32-01;76 STREET;QUEENS;11370;32 AVENUE / NORTHERN BOULEVARD;;403;03;115;25;FALSE;1014441;215086;No;No;No;FALSE
G129714;2/27/2015;32-35;76 STREET;QUEENS;11370;32 AVENUE / NORTHERN BOULEVARD;;403;03;115;25;FALSE;1014489;214743;No;No;No;FALSE
G129715;2/27/2015;32-01;77 STREET;QUEENS;11370;32 AVENUE / NORTHERN BOULEVARD;;403;03;115;25;FALSE;1014699;215124;No;No;No;FALSE
G129716;2/27/2015;31-50;78 STREET;QUEENS;11370;31 AVENUE / 32 AVENUE;;403;03;115;25;FALSE;1014788;215236;No;No;No;FALSE
G129718;2/27/2015;32-02;78 STREET;QUEENS;11370;32 AVENUE / NORTHERN BOULEVARD;;403;03;115;25;FALSE;1014796;215137;No;No;No;FALSE
G129725;2/27/2015;3148;FULTON STREET;BROOKLYN;11208;ARLINGTON AVENUE / LOGAN STREET;;305;05;75;37;FALSE;1017904;187622;No;No;No;FALSE
G129726;2/27/2015;3218;FULTON STREET;BROOKLYN;11208;RICHMOND STREET / CHESTNUT STREET;;305;05;75;37;FALSE;1018595;187864;No;No;No;FALSE
G129727;2/27/2015;3226;FULTON STREET;BROOKLYN;11208;RICHMOND STREET / CHESTNUT STREET;;305;05;75;37;FALSE;1018653;187880;No;No;No;FALSE
G129728;2/27/2015;3234;FULTON STREET;BROOKLYN;11208;RICHMOND STREET / CHESTNUT STREET;;305;05;75;37;FALSE;1018705;187914;No;No;No;FALSE
G129730;2/27/2015;3343;FULTON STREET;BROOKLYN;11208;JAMAICA LINE / CRESCENT STREET;"Paint Brick-Red ; ";305;05;75;37;FALSE;1019632;188440;No;No;No;FALSE
G129731;2/27/2015;241;CRESCENT STREET;BROOKLYN;11208;FULTON STREET / ATLANTIC AVENUE;;305;5;75;37;FALSE;1019753;188310;No;No;No;FALSE
G129732;2/27/2015;3358;FULTON STREET;BROOKLYN;11208;CRESCENT STREET / HEMLOCK STREET;;305;05;75;37;FALSE;1019856;188342;No;No;No;FALSE
G129736;2/27/2015;3442;FULTON STREET;BROOKLYN;11208;NICHOLS AVENUE / GRANT AVENUE;;305;5;75;37;FALSE;1020725;188681;No;No;No;FALSE
G129737;2/27/2015;142-02;231 STREET;QUEENS;11413;SOUTH CONDUIT AVENUE / LANSING AVENUE;;413;13;105;31;FALSE;1054913;181747;No;No;No;FALSE
G129743;2/27/2015;1735;LAFAYETTE AVENUE;BRONX;10473;NOBLE AVENUE / ROSEDALE AVENUE;;209;09;43;18;FALSE;1021043;238449;Yes;No;No;FALSE
G129746;2/27/2015;1768;EAST  172 STREET;BRONX;10472;COMMONWEALTH AVENUE / ST LAWRENCE AVENUE;;209;9;43;18;FALSE;1020747;242588;Yes;No;No;FALSE
G129747;2/27/2015;1791;EAST  172 STREET;BRONX;10472;ST LAWRENCE AVENUE / BEACH AVENUE;;209;09;43;18;FALSE;1021033;242826;Yes;No;No;FALSE
G129751;2/27/2015;1633;EAST  172 STREET;BRONX;10472;MORRISON AVENUE / HARROD AVENUE;;209;09;43;18;FALSE;1018904;242445;Yes;No;No;FALSE
G129753;2/27/2015;2528;BOSTON ROAD;BRONX;10467;HOLLAND AVENUE / WALLACE AVENUE;;211;11;49;13;FALSE;1021800;253998;Yes;No;No;FALSE
G129756;2/27/2015;2818;BOSTON ROAD;BRONX;10469;RADCLIFF AVENUE / ARNOW AVENUE;;211;11;49;13;FALSE;1022996;255163;Yes;No;No;FALSE
G129757;2/27/2015;2911;BOSTON ROAD;BRONX;10469;ARNOW AVENUE / PAULDING AVENUE;;211;11;49;12;FALSE;1023169;255638;Yes;No;No;FALSE
G129758;2/27/2015;2933;BOSTON ROAD;BRONX;10469;ARNOW AVENUE / PAULDING AVENUE;;211;11;49;12;FALSE;1023224;255714;Yes;No;No;FALSE
G129759;2/27/2015;3156;BOSTON ROAD;BRONX;10469;LACONIA AVENUE / YATES AVENUE;;211;11;49;12;FALSE;1024297;256899;Yes;No;No;FALSE
G129762;2/27/2015;3424;BOSTON ROAD;BRONX;10469;FISH AVENUE / SEYMOUR AVENUE;;212;12;47;12;FALSE;1025873;258360;Yes;No;No;FALSE
G129763;2/27/2015;3439;BOSTON ROAD;BRONX;10469;FISH AVENUE / SEYMOUR AVENUE;;212;12;47;12;FALSE;1025845;258568;Yes;No;No;FALSE
G129765;2/27/2015;942;GLENMORE AVENUE;BROOKLYN;11208;FOUNTAIN AVENUE / CRYSTAL STREET;;305;05;75;37;FALSE;1018870;185609;No;No;No;FALSE
G129770;2/27/2015;732;39 STREET;BROOKLYN;11232;7 AVENUE / 8 AVENUE;;307;07;72;38;FALSE;984577;175330;No;No;No;FALSE
G129771;2/27/2015;676;CLEVELAND STREET;BROOKLYN;11208;DUMONT AVENUE / BEND;;305;05;75;42;FALSE;1016741;182589;No;No;No;FALSE
G129772;2/27/2015;476;ELTON STREET;BROOKLYN;11208;BELMONT AVENUE / SUTTER AVENUE;;305;05;75;42;FALSE;1016727;183908;No;No;No;FALSE
G129773;2/27/2015;650;LINWOOD STREET;BROOKLYN;11208;BLAKE AVENUE / DUMONT AVENUE;;305;05;75;42;FALSE;1017079;183116;No;No;No;FALSE
G129774;2/27/2015;489;ATKINS AVENUE;BROOKLYN;11208;NEW LOTS AVENUE / HEGEMAN AVENUE;;305;05;75;42;FALSE;1018615;182257;No;No;No;FALSE
G129775;2/27/2015;166;SOUTH    2 STREET;BROOKLYN;11211;BEDFORD AVENUE / DRIGGS AVENUE;;301;01;90;34;FALSE;994995;198942;No;No;No;FALSE
G129777;2/28/2015;721;METROPOLITAN AVENUE;BROOKLYN;11211;MANHATTAN AVENUE / GRAHAM AVENUE;;301;01;94;34;FALSE;999481;199661;No;No;No;FALSE
G129778;2/28/2015;752;METROPOLITAN AVENUE;BROOKLYN;11211;GRAHAM AVENUE / HUMBOLDT STREET;;301;01;90;34;FALSE;999817;199554;Yes;No;No;FALSE
G129780;2/28/2015;344;GRAHAM AVENUE;BROOKLYN;11211;METROPOLITAN AVENUE / CONSELYEA STREET;;301;01;94;34;FALSE;999735;199668;No;No;No;FALSE
G129782;2/28/2015;383;HUMBOLT STREET;BROOKLYN;11211;MASPETH AVENUE / CONSELYEA STREET;;301;01;94;34;FALSE;1000043;199842;No;No;No;FALSE
G129783;2/28/2015;252;DEVOE STREET;BROOKLYN;11211;JUDGE STREET / OLIVE STREET;;301;1;90;34;FALSE;1000763;199328;Yes;No;No;FALSE
G129784;2/28/2015;131;MANHATTAN AVENUE;BROOKLYN;11206;MONTROSE AVENUE / MESEROLE STREET;;301;1;90;34;FALSE;999457;196965;No;No;No;FALSE
G129785;2/28/2015;216;HOYT STREET;BROOKLYN;11217;BALTIC STREET / BUTLER STREET;;306;06;76;33;FALSE;987053;188395;Yes;No;No;FALSE
G129788;2/28/2015;91;UTICA AVENUE;BROOKLYN;11213;DEAN STREET / BERGEN STREET;;308;08;77;41;FALSE;1003619;185448;Yes;No;No;FALSE
G129790;2/28/2015;163-67;20 AVENUE;QUEENS;11357;163 STREET / 166 STREET;;407;07;109;19;FALSE;1040276;223590;No;No;No;FALSE
G129791;2/28/2015;163;GREENPOINT AVENUE;BROOKLYN;11222;LEONARD STREET / ECKFORD STREET;;301;01;94;33;FALSE;997217;205426;No;No;No;FALSE
G129797;2/28/2015;177;SKILLMAN STREET;BROOKLYN;11205;WILLOUGHBY AVENUE / DE KALB AVENUE;;303;3;79;35;FALSE;996292;191681;No;No;No;FALSE
G129799;2/28/2015;113-45;FARMERS BOULEVARD;QUEENS;11412;113 ROAD / MURDOCK AVENUE;;412;12;113;27;FALSE;1050223;193742;Yes;No;No;FALSE
G129802;2/28/2015;315;WEST  116 STREET;MANHATTAN;10026;FREDERICK DOUGLASS BOULEVARD / MANHATTAN AVENUE;;110;10;28;09;FALSE;996403;232578;No;No;No;FALSE
G129803;3/1/2015;386;MANHATTAN AVENUE;MANHATTAN;10026;WEST  116 STREET / WEST  117 STREET;;110;10;28;09;FALSE;996319;232619;No;No;No;FALSE
G129804;3/1/2015;3587;EAST TREMONT AVENUE;BRONX;10465;LAFAYETTE AVENUE / SULLIVAN PLACE;;210;10;45;13;FALSE;1032809;241467;No;No;No;FALSE
G129805;3/1/2015;7212;FORT HAMILTON PARKWAY;BROOKLYN;11228;72 STREET / 73 STREET;;310;10;68;43;FALSE;980179;167798;No;No;No;FALSE
G129813;3/2/2015;3471;BOSTON ROAD;BRONX;10469;FENTON AVENUE / CORSA AVENUE;;212;12;47;12;FALSE;1026294;258770;Yes;No;No;FALSE
G129814;3/2/2015;1385;WEBSTER AVENUE;BRONX;10456;EAST  169 STREET / EAST  170 STREET;;204;4;44;16;FALSE;1009761;243929;Yes;No;No;FALSE
G129815;3/2/2015;1135;WEBSTER AVENUE;BRONX;10456;EAST 166 STREET / EAST 167 STREET;;204;04;44;16;FALSE;1008764;241603;Yes;No;No;FALSE
G129818;3/2/2015;341;CANAL PLACE;BRONX;10451;EAST 140 STREET / EAST 141 STREET;;201;01;40;17;FALSE;1004418;235965;No;No;No;FALSE
G129827;3/2/2015;2426;GRAND CONCOURSE;BRONX;10458;EAST  187 STREET / EAST  188 STREET;;205;5;46;15;FALSE;1012657;252877;Yes;No;No;FALSE
G129829;3/2/2015;2372;WEBSTER AVENUE;BRONX;10458;EAST  184 STREET / EAST  187 STREET;;206;06;48;15;FALSE;1013538;251858;No;No;No;FALSE
G129833;3/2/2015;1476;JEROME AVENUE;BRONX;10452;EAST 171 STREET / EAST 172 STREET;;204;04;44;14;FALSE;1007409;245898;Yes;No;No;FALSE
G129839;3/2/2015;1707;JEROME AVENUE;BRONX;10453;WEST CLIFFORD PLACE / EAST 175 STREET;;205;05;46;16;FALSE;1008277;247929;Yes;No;No;FALSE
G129840;3/2/2015;1747;JEROME AVENUE;BRONX;10453;EAST  175 STREET / WEST  176 STREET;;205;5;46;16;FALSE;1008432;248213;Yes;No;No;FALSE
G129845;3/2/2015;904;MANHATTAN AVENUE;BROOKLYN;11222;GREENPOINT AVENUE / KENT STREET;"Powerwash; ";301;01;94;33;FALSE;996977;205378;No;No;No;FALSE
G129847;3/2/2015;226;GRAND STREET;BROOKLYN;11211;DRIGGS AVENUE / ROEBLING STREET;;301;01;90;34;FALSE;995434;199262;No;No;No;FALSE
G129848;3/2/2015;705;DRIGGS AVENUE;BROOKLYN;11211;GRAND STREET / SOUTH    1 STREET;;301;01;90;34;FALSE;995387;199192;No;No;No;FALSE
G129849;3/2/2015;1781;JEROME AVENUE;BRONX;10453;EAST  176 STREET / MT HOPE PLACE;;205;5;46;16;FALSE;1008597;248512;Yes;No;No;FALSE
G129851;3/2/2015;1783;JEROME AVENUE;BRONX;10453;EAST  176 STREET / MT HOPE PLACE;;205;05;46;14;FALSE;1008622;248559;Yes;No;No;FALSE
G129855;3/2/2015;1813;JEROME AVENUE;BRONX;10453;MT HOPE PLACE / WEST  177 STREET;;205;05;46;14;FALSE;1008763;248823;Yes;No;No;FALSE
G129859;3/2/2015;1940;JEROME AVENUE;BRONX;10453;EAST  177 STREET / EAST TREMONT AVENUE;;205;5;46;16;FALSE;1009245;249281;Yes;No;No;FALSE
G129863;3/2/2015;1977;JEROME AVENUE;BRONX;10453;EAST TREMONT AVENUE / EAST  179 STREET;;205;5;46;14;FALSE;1009413;249857;Yes;No;No;FALSE
G129865;3/2/2015;1995;JEROME AVENUE;BRONX;10453;EAST 179 STREET / EAST BURNSIDE AVENUE;"Paint Gray ; ";205;05;46;14;FALSE;1009537;250037;Yes;No;No;FALSE
G129866;3/2/2015;2028;JEROME AVENUE;BRONX;10453;EAST  179 STREET / EAST BURNSIDE AVENUE;;205;05;46;14;FALSE;1009830;250120;Yes;No;No;FALSE
G129867;3/2/2015;2034;JEROME AVENUE;BRONX;10453;EAST 179 STREET / EAST BURNSIDE AVENUE;;205;05;46;16;FALSE;1009866;250171;Yes;No;No;FALSE
G129870;3/2/2015;2083;JEROME AVENUE;BRONX;10453;EAST BURNSIDE AVENUE / EAST  181 STREET;;205;5;46;14;FALSE;1009992;250692;Yes;No;No;FALSE
G129871;3/2/2015;2080;JEROME AVENUE;BRONX;10453;EAST BURNSIDE AVENUE / EAST  181 STREET;;205;5;46;16;FALSE;1010200;250655;Yes;No;No;FALSE
G129872;3/2/2015;2100;JEROME AVENUE;BRONX;10453;EAST BURNSIDE AVENUE / EAST  181 STREET;;205;5;46;16;FALSE;1010319;250829;Yes;No;No;FALSE
G129876;3/2/2015;2218;JEROME AVENUE;BRONX;10453;WEST  182 STREET / EAST  182 STREET;;205;5;46;14;FALSE;1010709;251507;Yes;No;No;FALSE
G129881;3/2/2015;2384;JEROME AVENUE;BRONX;10468;EAST  184 STREET / EAST FORDHAM ROAD;;205;5;46;14;FALSE;1011350;252894;Yes;No;No;FALSE
G129884;3/2/2015;2439;JEROME AVENUE;BRONX;10468;EAST  184 STREET / EAST FORDHAM ROAD;;207;07;52;14;FALSE;1011425;253484;Yes;No;No;FALSE
G129885;3/2/2015;2440;JEROME AVENUE;BRONX;10468;EAST  184 STREET / EAST FORDHAM ROAD;;205;05;46;14;FALSE;1011679;253473;Yes;No;No;FALSE
G129886;3/2/2015;2607;JEROME AVENUE;BRONX;10468;WEST  192 STREET / EAST  193 STREET;;207;07;52;14;FALSE;1012241;254895;Yes;No;No;FALSE
G129889;3/2/2015;2641;JEROME AVENUE;BRONX;10468;EAST 193 STREET / EAST KINGSBRIDGE ROAD;;207;07;52;14;FALSE;1012405;255171;Yes;No;No;FALSE
G129893;3/2/2015;1101;FLATBUSH AVENUE;BROOKLYN;11226;CORTELYOU ROAD / CLARENDON ROAD;;314;14;70;40;FALSE;996042;173718;Yes;No;No;FALSE
G129894;3/2/2015;2924;JEROME AVENUE;BRONX;10468;MINERVA PLACE / EAST  199 STREET;;207;7;52;15;FALSE;1014620;256836;No;No;No;FALSE
G129896;3/2/2015;3126;JEROME AVENUE;BRONX;10468;EAST  204 STREET / EAST  205 STREET;;207;7;52;11;FALSE;1015213;258271;Yes;No;No;FALSE
G129899;3/2/2015;3604;JEROME AVENUE;BRONX;10467;;;207;07;52;11;FALSE;1017856;262002;Yes;No;No;FALSE
G129900;3/2/2015;3690;JEROME AVENUE;BRONX;10467;JEROME AVENUE LINE / BAINBRIDGE AVENUE;;207;07;52;11;FALSE;1017962;262241;Yes;No;No;FALSE
G129901;3/2/2015;3464;EAST TREMONT AVENUE;BRONX;10465;OTIS AVENUE / GREENE PLACE;;210;10;45;13;FALSE;1032009;242286;Yes;No;No;FALSE
G129905;3/2/2015;920;METROPOLITAN AVENUE;BROOKLYN;11211;OLIVE STREET / CATHERINE STREET;;301;1;90;34;FALSE;1001342;199540;No;No;No;FALSE
G129909;3/2/2015;914;METROPOLITAN AVENUE;BROOKLYN;11211;OLIVE STREET / CATHERINE STREET;;301;01;90;34;FALSE;1001287;199542;No;No;No;FALSE
G129910;3/2/2015;909;METROPOLITAN AVENUE;BROOKLYN;11211;OLIVE STREET / CATHERINE STREET;;301;01;90;34;FALSE;1001270;199708;Yes;No;No;FALSE
G129913;3/2/2015;2164;WESTCHESTER AVENUE;BRONX;10462;PURDY STREET / CASTLE HILL AVENUE;;209;09;43;18;FALSE;1025138;243117;Yes;No;No;FALSE
G129919;3/2/2015;872;METROPOLITAN AVENUE;BROOKLYN;11211;ORIENT AVENUE / OLIVE STREET;;301;1;90;34;FALSE;1000901;199562;No;No;No;FALSE
G129921;3/2/2015;832;METROPOLITAN AVENUE;BROOKLYN;11211;ORIENT AVENUE / OLIVE STREET;;301;01;90;34;FALSE;1000563;199579;No;No;No;FALSE
G129922;3/2/2015;340;METROPOLITAN AVENUE;BROOKLYN;11211;ROEBLING STREET / NORTH    4 STREET;;301;01;90;34;FALSE;996217;199431;Yes;No;No;FALSE
G129924;3/2/2015;633;METROPOLITAN AVENUE;BROOKLYN;11211;LORIMER STREET / LEONARD STREET;;301;01;94;34;FALSE;998666;199560;Yes;No;No;FALSE
G129926;3/2/2015;568;METROPOLITAN AVENUE;BROOKLYN;11211;UNION AVENUE / LORIMER STREET;;301;01;90;34;FALSE;998119;199344;No;No;No;FALSE
G129927;3/2/2015;555;METROPOLITAN AVENUE;BROOKLYN;11211;UNION AVENUE / LORIMER STREET;;301;01;94;34;FALSE;997981;199506;Yes;No;No;FALSE
G129928;3/2/2015;540;METROPOLITAN AVENUE;BROOKLYN;11211;UNION AVENUE / LORIMER STREET;;301;1;90;34;FALSE;997884;199329;No;No;No;FALSE
G129929;3/2/2015;534;METROPOLITAN AVENUE;BROOKLYN;11211;UNION AVENUE / LORIMER STREET;;301;01;90;34;FALSE;997831;199348;No;No;No;FALSE
G129933;3/3/2015;1165;CASTLEHILL AVENUE;BRONX;10462;POWELL AVENUE / GLEASON AVENUE;;209;9;43;18;FALSE;1025433;242212;Yes;No;No;FALSE
G129938;3/3/2015;662;HUNTS POINT AVENUE;BRONX;10474;LONGFELLOW AVENUE / BRYANT AVENUE;;202;02;41;17;FALSE;1016220;235708;Yes;No;No;FALSE
G129939;3/3/2015;667;HUNTS POINT AVENUE;BRONX;10474;LONGFELLOW AVENUE / BRYANT AVENUE;;202;02;41;17;FALSE;1016103;235595;Yes;No;No;FALSE
G129942;3/3/2015;720;HUNTS POINT AVENUE;BRONX;10474;SPOFFORD AVENUE / FAILE STREET;;202;2;41;17;FALSE;1015758;236332;Yes;No;No;FALSE
G129948;3/3/2015;1090;LEGGETT AVENUE;BRONX;10474;GARRISON AVENUE / BARRY STREET;;202;02;41;17;FALSE;1013083;234918;Yes;No;No;FALSE
G129949;3/3/2015;770;BARRY STREET;BRONX;10474;EAST  156 STREET / WORTHEN STREET;;202;02;41;17;FALSE;1013737;235641;Yes;No;No;FALSE
G129952;3/3/2015;901;FAILE STREET;BRONX;10474;SENECA AVENUE / GARRISON AVENUE;;202;02;41;17;FALSE;1015208;237957;Yes;No;No;FALSE
G129954;3/3/2015;881;IRVINE STREET;BRONX;10474;SENECA AVENUE / GARRISON AVENUE;;202;02;41;17;FALSE;1015026;237715;Yes;No;No;FALSE
G129955;3/3/2015;1174;GARRISON AVENUE;BRONX;10474;FAILE STREET / BRYANT AVENUE;;202;2;41;17;FALSE;1015325;238192;Yes;No;No;FALSE
G129960;3/3/2015;851;BRYANT AVENUE;BRONX;10474;LAFAYETTE AVENUE / SENECA AVENUE;;202;02;41;17;FALSE;1015576;237437;Yes;No;No;FALSE
G129963;3/3/2015;896;BRYANT AVENUE;BRONX;10474;SENECA AVENUE / GARRISON AVENUE;;202;02;41;17;FALSE;1015627;237990;Yes;No;No;FALSE
G129964;3/3/2015;900;BRYANT AVENUE;BRONX;10474;SENECA AVENUE / GARRISON AVENUE;;202;02;41;17;FALSE;1015613;238061;Yes;No;No;FALSE
G129965;3/3/2015;899;WHITTIER STREET;BRONX;10474;SENECA AVENUE / GARRISON AVENUE;;202;2;41;17;FALSE;1015983;238048;Yes;No;No;FALSE
G129967;3/3/2015;847;WHITTIER STREET;BRONX;10474;LAFAYETTE AVENUE / SENECA AVENUE;"Powerwash; ";202;02;41;17;FALSE;1016085;237557;Yes;No;No;FALSE
G129968;3/3/2015;842;WHITTIER STREET;BRONX;10474;LAFAYETTE AVENUE / SENECA AVENUE;;202;02;41;17;FALSE;1016237;237522;No;No;No;FALSE
G129971;3/3/2015;644;WHITTIER STREET;BRONX;10474;RANDALL AVENUE / SPOFFORD AVENUE;;202;02;41;17;FALSE;1016561;235979;Yes;No;No;FALSE
G129972;3/3/2015;651;WHITTIER STREET;BRONX;10474;RANDALL AVENUE / SPOFFORD AVENUE;;202;02;41;17;FALSE;1016412;235908;Yes;No;No;FALSE
G129973;3/3/2015;626;WHITTIER STREET;BRONX;10474;RANDALL AVENUE / SPOFFORD AVENUE;;202;02;41;17;FALSE;1016638;235646;Yes;No;No;FALSE
G129975;3/3/2015;1357;LAFAYETTE AVENUE;BRONX;10474;LONGFELLOW AVENUE / WHITTIER STREET;;202;02;41;17;FALSE;1016172;237111;Yes;No;No;FALSE
G129979;3/3/2015;1360;LAFAYETTE AVENUE;BRONX;10474;WHITTIER STREET / DRAKE STREET;;202;2;41;17;FALSE;1016415;236910;Yes;No;No;FALSE
G129981;3/3/2015;6741;5 AVENUE;BROOKLYN;11220;SENATOR STREET / 68 STREET;;310;10;68;43;FALSE;978619;170422;No;No;No;FALSE
G129983;3/3/2015;5621;6 AVENUE;BROOKLYN;11220;56 STREET / 57 STREET;;307;07;72;38;FALSE;980961;172370;Yes;No;No;FALSE
G129984;3/3/2015;5619;6 AVENUE;BROOKLYN;11220;56 STREET / 57 STREET;;307;07;72;38;FALSE;980977;172391;No;No;No;FALSE
G129985;3/3/2015;746;52 STREET;BROOKLYN;11220;7 AVENUE / 8 AVENUE;;307;07;72;38;FALSE;982542;172624;No;No;No;FALSE
G129986;3/3/2015;9733;FOURTH AVENUE;BROOKLYN;11209;97 STREET / MARINE AVENUE;;310;10;68;43;FALSE;975291;162972;No;No;No;FALSE
G129988;3/3/2015;98-51;212 STREET;QUEENS;11429;LONG ISLAND RAILROAD / 99 AVENUE;;413;13;105;27;FALSE;1054505;199671;No;No;No;FALSE
G129989;3/3/2015;212-23;JAMAICA AVENUE;QUEENS;11428;212 STREET / 212 PLACE;;413;13;105;23;FALSE;1054578;200275;No;No;No;FALSE
G129990;3/3/2015;212-23;JAMAICA AVENUE;QUEENS;11428;212 STREET / 212 PLACE;;413;13;105;23;FALSE;1054578;200275;Yes;No;No;FALSE
G129991;3/3/2015;102-01;METROPOLITAN AVENUE;QUEENS;11375;71 AVENUE / 71 ROAD;;406;06;112;29;FALSE;1025715;198269;Yes;No;No;FALSE
G129993;3/3/2015;750;DRAKE STREET;BRONX;10474;SPOFFORD AVENUE / EDGEWATER ROAD;;202;02;41;17;FALSE;1016722;236702;Yes;No;No;FALSE
G129994;3/3/2015;1380;SPOFFORD AVENUE;BRONX;10474;DRAKE STREET / HALLECK STREET;;202;02;41;17;FALSE;1016657;236063;Yes;No;No;FALSE
G129995;3/3/2015;1371;SPOFFORD AVENUE;BRONX;10474;WHITTIER STREET / DRAKE STREET;;202;02;41;17;FALSE;1016579;236401;Yes;No;No;FALSE
G129999;3/3/2015;510;FAILE STREET;BRONX;10474;OAK POINT AVENUE / RANDALL AVENUE;;202;02;41;17;FALSE;1016064;234744;Yes;No;No;FALSE
